id,last_scraped,source,name,description,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
17791011,2024-06-22,city scrape,Back Bay Cozy Studio In Brownstone first floor,"Close to everything, but quiet and cozy on the first floor! Queen bed, huge brownstone windows, 4k TV, focused workspace, full kitchen + 14 cup drip coffee maker. Washer and dryer downstairs! Walk to Newbury in 5 mins, Fenway in 10, esplanade in 2, Cambridge in 10. Right on a bus stop or 5 mins to the T to get to downtown/North End!",57329784,2016-02-03,within an hour,100%,100%,t,Back Bay West,1,1,"['email', 'phone']",t,Back Bay,42.3512284185588,-71.08858946710825,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Fast wifi \u2013 328 Mbps"", ""HDTV with HBO Max, Hulu, Amazon Prime Video, Netflix"", ""Fire extinguisher"", ""Stainless steel oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking off premises"", ""Paid parking on premises"", ""Exercise equipment: yoga mat"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Air conditioning"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Cleaning products"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Lockbox"", ""Dishes and silverware"", ""Baking sheet"", ""Clothing storage: closet"", ""Radiant heating"", ""Dove body soap"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Paid dryer \u2013 In building"", ""Indoor fireplace"", ""Refrigerator"", ""Stove"", ""Hair dryer"", ""Iron"", ""Washer"", ""Tresemme  shampoo""]",190.0,1,1125,t,10,25,32,32,2024-06-22,166,2022-07-09,2024-06-17,4.86,4.9,4.78,4.88,4.96,4.95,4.65,f,1,6.97
17942707,2024-06-22,city scrape,Newly Renovated 1 BR close to T & Longwood Med!,"1 BR apartment off of fresh renovation with room for 4.  Walk to T - 3 stops to Copley, 6 to downtown.",18150109,2014-07-15,within a few hours,100%,94%,t,Roxbury,5,5,"['email', 'phone']",t,Roxbury,42.32807,-71.09557,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,"[""47 inch HDTV"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Dryer"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Keypad"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",156.0,91,1125,t,29,58,88,296,2024-06-22,98,2017-04-09,2019-11-24,4.68,4.84,4.77,4.92,4.91,4.62,4.72,f,5,1.12
17974950,2024-06-22,city scrape,"★ Sunny, Spacious & Modern ★ Cleaned & Sanitized!","Need a safe, clean, and comfortable place to stay? You’ve found it.<br /><br />Yes, we are currently hosting guests. You can book for a short or extended stay. <br /><br />PROFESSIONALLY CLEANED AND SANITIZED regularly. Our housekeepers are taking extra care to disinfect frequently touched surfaces between reservations.<br /><br />• MODERN, ULTRA-CLEAN WITH A TON OF SUNLIGHT<br />• JUST 1 SUBWAY STOP AWAY FROM DOWNTOWN<br />• ULTRA COMFY, LUXURY BED<br />• AVAILABLE STREET PARKING<br />• 5 MINS TO AIRPORT BY UBER",69587,2010-01-11,within an hour,100%,97%,t,East Boston,8,8,"['email', 'phone', 'work_email']",t,East Boston,42.37642,-71.03784,Private room in home,Private room,2,2.0,1.0,1.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""Free street parking"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Lock on bedroom door"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",112.0,1,14,t,27,57,87,357,2024-06-22,778,2017-05-05,2024-06-16,4.88,4.91,4.96,4.93,4.91,4.63,4.78,f,8,8.96
18023901,2024-06-22,city scrape,C_Large room easy commute to Boston Downtown.,"Large quiet, sunny room in a great location close to the beach, 5 minutes walking from JFK/UMASS T stop and 15-20 minutes to Downtown Crossing.<br /><br />Restaurants and cafes surround the room, and the location is within walking distance of different grocery stores.<br /><br />Parking:<br />Free parking on the street. The resident permit applies ONLY for 4 hours from 10 am - 2 pm Monday-Friday.<br /><br /> However, if you need to park during these 4 hours, please ask me to explain the street parking sides that allow so.",89328922,2016-08-11,within an hour,100%,93%,t,Dorchester,13,19,"['email', 'phone', 'work_email']",t,Dorchester,42.32116317572481,-71.05723853260125,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""Free street parking"", ""Long term stays allowed"", ""Bidet"", ""Carbon monoxide alarm"", ""Breakfast"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Lock on bedroom door"", ""Toaster"", ""Dishes and silverware"", ""Keypad"", ""Coffee"", ""Blender"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Wifi"", ""Window AC unit"", ""Refrigerator"", ""Stove"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Washer""]",85.0,1,28,t,7,7,27,116,2024-06-22,110,2018-09-18,2024-06-01,4.92,4.96,4.83,5.0,5.0,4.7,4.85,f,13,1.57
18159981,2024-06-22,city scrape,Sunny Boston Apartment,"This 3rd floor apartment is across from a park, just minutes from downtown, steps away from Shawmut T Station, convenient to I-93 with plenty of free street parking. Our place is good for couples, solo adventurers, and business travelers.  We invite you to enjoy our home (no pets, smoking, parties or unauthorized guests).",30732884,2015-04-06,within a day,100%,40%,f,Dorchester,3,6,"['email', 'phone', 'work_email']",t,Dorchester,42.28897,-71.06613,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Backyard"", ""65 inch HDTV with standard cable"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Bathtub"", ""Microwave"", ""Kitchen"", ""Park view"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Patio or balcony"", ""Dishes and silverware"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Keypad"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Wifi"", ""Refrigerator"", ""Stove"", ""AC - split type ductless system"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",165.0,91,1125,t,8,17,17,248,2024-06-22,75,2017-05-07,2024-02-22,4.95,4.96,4.96,4.95,4.97,4.57,4.84,f,2,0.86
18191155,2024-06-22,city scrape,NUTS FREE & Cozy 15 min to Logan∆7 min to Downtown,"NUTS FREE HOME 1 bedroom and a studio with 1 bathroom in centrally convenient safe neighborhood.  Minutes away from endless variety of amazing restaurants, night life and world famous landmarks.  <br /><br />15 mins (2.9 mi) Uber/Lyft to LOGAN AIRPORT<br /><br />.: Walking :.<br /><br />6 mins (0.3 mi) to Tuft's Medical Center<br />9 mins (0.4 mi) to South Station <br />12 mins (0.6 mi) to Downtown/Financial District<br />8 mins (0.4 mi) to Theatre District <br />19 mins (0.9 mi) to Faneuil Hall Marketplace<br />24 mins (1.2 mi) to Convention Center",33858449,2015-05-20,within an hour,100%,100%,f,Chinatown,1,1,"['email', 'phone']",f,Chinatown,42.34983,-71.06132,Entire condo,Entire home/apt,4,1.0,2.0,4.0,"[""Bed linens"", ""Elevator"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Paid street parking off premises"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Microwave"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cleaning products"", ""Shampoo"", ""HDTV with Roku, Hulu"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Dishes and silverware"", ""Host greets you"", ""Extra pillows and blankets"", ""LG refrigerator"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Baby bath - available upon request"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Iron""]",250.0,3,90,t,4,15,34,34,2024-06-22,44,2019-10-16,2024-06-15,4.95,4.95,4.95,4.95,4.95,4.93,4.84,t,1,0.77
18199963,2024-06-22,city scrape,“The Tower Room” at The Perthshire House.,"Enjoy a private room at the top of Bigelow Hill. Right down the street from restaurants, library and other amazing amenities. Stunning view of the hills of Brighton and the Gasson Tower in the distance.",16441460,2014-06-05,within an hour,100%,99%,t,Allston-Brighton,7,13,"['email', 'phone']",t,Brighton,42.35395,-71.16776,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Laundromat nearby"", ""45 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, HBO Max, Hulu, Netflix, Roku"", ""Central air conditioning"", ""Fire extinguisher"", ""GE stainless steel gas stove"", ""Stainless steel oven"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Shared backyard \u2013 Fully fenced"", ""Google Home Bluetooth sound system"", ""Carbon monoxide alarm"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Safe"", ""Shared patio or balcony"", ""Cooking basics"", ""Hot water"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Books and reading material"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Lock on bedroom door"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""City skyline view"", ""Baking sheet"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Coffee"", ""Blender"", ""Shower gel"", ""Outdoor furniture"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Smart lock"", ""Clothing storage: walk-in closet"", ""Refrigerator"", ""Heating"", ""Fireplace guards"", ""Coffee maker: Keurig coffee machine"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",109.0,1,1125,t,30,60,71,343,2024-06-22,187,2017-06-03,2024-06-02,4.8,4.87,4.75,4.92,4.94,4.81,4.77,t,6,2.18
18220200,2024-06-22,city scrape,Near Orange Line Renovated Clean AC Easy Parking,"(Please do not make a request right away. But send me a message first).<br /><br />Gut-Renovated, Everything New, Close to Orange Line, <br /><br />Youtube video <br />'27 Homestead 33 Renovated House'",18517776,2014-07-21,within an hour,98%,0%,f,Roxbury,31,34,"['email', 'phone']",t,Roxbury,42.31337,-71.09339,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Smoke alarm"", ""Oven"", ""Lock on bedroom door"", ""Wifi"", ""Hot water"", ""Dishes and silverware"", ""Air conditioning"", ""Bathtub"", ""Refrigerator"", ""Dishwasher"", ""Stove"", ""Heating"", ""Free street parking"", ""Carbon monoxide alarm"", ""Microwave""]",39.0,120,1125,t,30,60,90,365,2024-06-22,1,2017-09-01,2017-09-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,31,0.01
18290558,2024-06-22,city scrape,★ Spacious & Modern ★ Professionally Sanitized ★,"Need a safe, clean, and comfortable place to stay? You’ve found it.<br /><br />Yes, we are currently hosting guests. You can book for a short or extended stay. <br /><br />PROFESSIONALLY CLEANED AND SANITIZED regularly. Our housekeepers are taking extra care to disinfect frequently touched surfaces between reservations.<br /><br />• Modern, ultra-clean with a ton of sunlight.<br />• Nearby subway will take you into the heart of Boston in 1 stop!<br />• Ultra-comfy, luxury bed!<br />• 5 mins to airport by Uber",69587,2010-01-11,within an hour,100%,97%,t,East Boston,8,8,"['email', 'phone', 'work_email']",t,East Boston,42.3748,-71.03803,Private room in home,Private room,2,2.0,1.0,1.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Lock on bedroom door"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",112.0,1,14,t,18,48,78,353,2024-06-22,871,2017-05-04,2024-06-19,4.85,4.87,4.94,4.92,4.91,4.64,4.73,f,8,10.02
18342681,2024-06-22,city scrape,"★ Modern, Cozy & Convenient ★ Close to Downtown!","Need a safe, clean, and comfortable place to stay? You’ve found it.<br /><br />Yes, we are currently hosting guests. You can book for a short or extended stay. <br /><br />PROFESSIONALLY CLEANED AND SANITIZED regularly. Our housekeepers are taking extra care to disinfect frequently touched surfaces between reservations.<br /><br />• MODERN, ULTRA-CLEAN WITH A TON OF SUNLIGHT<br />• JUST 1 SUBWAY STOP AWAY FROM DOWNTOWN<br />• ULTRA COMFY, LUXURY BED<br />• PRIVATE ROOM WITH LOCK & KEY<br />• AVAILABLE STREET PARKING<br />• 5 MINS TO AIRPORT BY UBER",69587,2010-01-11,within an hour,100%,97%,t,East Boston,8,8,"['email', 'phone', 'work_email']",t,East Boston,42.37441,-71.03809,Private room in home,Private room,2,2.0,1.0,1.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Lock on bedroom door"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",112.0,1,14,t,27,57,87,361,2024-06-22,685,2017-05-03,2024-06-11,4.86,4.92,4.94,4.95,4.92,4.63,4.77,f,8,7.88
18342707,2024-06-22,city scrape,★Clean | Cozy Bedroom - Close to Subway & Airport★,"Need a safe, clean, and comfortable place to stay? You’ve found it.<br /><br />Yes, we are currently hosting guests. You can book for a short or extended stay. <br /><br />PROFESSIONALLY CLEANED AND SANITIZED regularly. Our housekeepers are taking extra care to disinfect frequently touched surfaces between reservations.<br /><br />• MODERN, ULTRA-CLEAN WITH A TON OF SUNLIGHT<br />• JUST 1 SUBWAY STOP AWAY FROM DOWNTOWN<br />• ULTRA COMFY, LUXURY BED<br />• PRIVATE ROOM WITH LOCK & KEY<br />• AVAILABLE STREET PARKING<br />• 5 MINS TO AIRPORT BY UBER",69587,2010-01-11,within an hour,100%,97%,t,East Boston,8,8,"['email', 'phone', 'work_email']",t,East Boston,42.37612,-71.03807,Private room in home,Private room,2,2.0,1.0,1.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Lock on bedroom door"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",112.0,1,14,t,29,59,89,363,2024-06-22,715,2017-05-03,2024-06-17,4.92,4.93,4.96,4.96,4.93,4.71,4.79,f,8,8.22
18584891,2024-06-22,city scrape,"◇Cape Cod Suite, with Private Bath ◇","PLEASE give an Introduction & STATE NATURE of Your Stay with us, this will give as HomeOwners,  Hosts, Confidence,  Assurance of Your Booking, Stay! <br />1880's Victorian Townhome in Dorchester, two blocks from the Redline. Private  Bath! With Breakfast! Eclectic decor, make your self at home amongst innumerable paintings and up-cycled 'stuff'... Great kitchen. Private en-suite bathroom with shower.<br />There is Free On-street parking in front of/close proximity of our house!<br />NO Filming In/Outside House",31035862,2015-04-11,within an hour,100%,100%,t,Dorchester,3,3,"['email', 'phone']",t,Dorchester,42.29402,-71.06196,Private room in home,Private room,2,1.0,1.0,1.0,"[""Mini fridge"", ""Laundromat nearby"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""HDTV with Amazon Prime Video, HBO Max, Netflix, Roku"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Breakfast"", ""Dedicated workspace"", ""Kitchenette"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Microwave"", ""Cleaning products"", ""Shampoo"", ""Books and reading material"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Dryer"", ""Lock on bedroom door"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Rice maker"", ""Room-darkening shades"", ""Portable fans"", ""Smoke alarm"", ""Wifi"", ""Beach essentials"", ""Refrigerator"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Iron"", ""Washer""]",151.0,1,13,t,7,18,43,112,2024-06-22,852,2017-05-14,2024-06-19,4.98,4.98,4.95,4.99,4.99,4.85,4.98,f,3,9.84
